,Parameter1,Parameter1,Parameter1,Parameter1,Parameter1,Parameter1,Parameter1,Parameter1,Parameter2,Parameter2,Parameter2,Parameter2,Parameter2,Parameter2,Parameter2,Parameter2,Parameter3,Parameter3,Parameter3,Parameter3,Parameter3,Parameter3,Parameter3,Parameter3,Parameter4,Parameter4,Parameter4,Parameter4,Parameter4,Parameter4,Parameter4,Parameter4,Parameter5,Parameter5,Parameter5,Parameter5,Parameter5,Parameter5,Parameter5,Parameter5,Parameter6,Parameter6,Parameter6,Parameter6,Parameter6,Parameter6,Parameter6,Parameter6,Parameter7,Parameter7,Parameter7,Parameter7,Parameter7,Parameter7,Parameter7,Parameter7,Parameter8,Parameter8,Parameter8,Parameter8,Parameter8,Parameter8,Parameter8,Parameter8,Parameter9,Parameter9,Parameter9,Parameter9,Parameter9,Parameter9,Parameter9,Parameter9,Parameter10,Parameter10,Parameter10,Parameter10,Parameter10,Parameter10,Parameter10,Parameter10,Attribute1,Attribute1,Attribute1,Attribute1,Attribute1,Attribute1,Attribute1,Attribute1,Attribute2,Attribute2,Attribute2,Attribute2,Attribute2,Attribute2,Attribute2,Attribute2,Attribute3,Attribute3,Attribute3,Attribute3,Attribute3,Attribute3,Attribute3,Attribute3,Attribute4,Attribute4,Attribute4,Attribute4,Attribute4,Attribute4,Attribute4,Attribute4,Attribute5,Attribute5,Attribute5,Attribute5,Attribute5,Attribute5,Attribute5,Attribute5,Attribute6,Attribute6,Attribute6,Attribute6,Attribute6,Attribute6,Attribute6,Attribute6,Attribute7,Attribute7,Attribute7,Attribute7,Attribute7,Attribute7,Attribute7,Attribute7,Attribute8,Attribute8,Attribute8,Attribute8,Attribute8,Attribute8,Attribute8,Attribute8,Attribute9,Attribute9,Attribute9,Attribute9,Attribute9,Attribute9,Attribute9,Attribute9,Attribute10,Attribute10,Attribute10,Attribute10,Attribute10,Attribute10,Attribute10,Attribute10
,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe,describe
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Quality_label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent,1107,899.603492,21764.68123,5.56E-06,0.098736307,1.105226196,10.67839972,713682.2076,1107,923.3602273,10841.16188,2.09E-06,0.044692513,0.875297193,16.57301774,313842.5245,1107,189.9984172,1514.820656,5.22E-05,0.10301283,0.865455795,8.819038828,29430.27433,1107,312.0470734,4618.730021,1.50E-05,0.106368023,1.078139556,8.449862051,139767.4947,1107,4.729164585,7.184620547,4.68E-05,0.923947288,2.225808096,5.362017666,60.17133927,1107,4.64329995,6.56213123,1.24E-05,0.833011192,2.208755332,5.856584117,41.1754102,1107,104.5964098,443.2886051,0.002464895,0.152058832,0.600826895,2.374034794,2286.523413,1107,12.03654829,37.52994912,0.02369918,0.035407171,14.6035953,17.8500214,1208.917687,1107,31.23978486,132.8693143,0.000396283,0.593081227,0.593081227,6.783966878,887.6112567,1107,28.26406671,86.23903835,0.002740975,0.101477965,0.271728615,3.756975634,517.1976103,1107,16750.6849,292459.0262,1.62E-09,0.022152998,0.800727505,20.6402986,9117056.291,1107,21388.04191,282587.0829,3.56E-08,0.02306907,1.030708487,28.68022106,6022852.535,1107,195.7131397,3884.93105,9.24E-06,0.102683909,0.991025193,8.301483797,128491.0847,1107,0.839769791,0.741187583,0.010295192,0.238770083,0.598796218,1.294717743,2.883711228,1107,2.677675057,4.664011871,0.1645721,0.427641925,1.016070771,2.802646194,53.78000617,1107,1.060642652,1.807419579,0.006664386,0.059346469,0.244841784,1.034988894,8.995201991,1107,1.865512737,3.053921219,0.021424153,0.132453194,0.494292974,2.104256324,15.16986256,1107,4.328956502,12.47265541,0.036330032,0.154942404,0.516547049,2.596117488,129.9804479,1107,1.958166833,3.632250322,0.012405589,0.129945325,0.447381649,1.877165109,20.65962507,1107,7.131739893,21.16588684,0.040197816,0.215089335,0.841838624,3.389884171,176.3130937
Fail,892,270.5111037,3291.791742,9.40E-06,0.085343573,1.045042512,13.23373677,85181.80524,892,589.7193683,5596.990208,1.73E-06,0.05364388,0.916468262,20.0940239,135492.0944,892,130.1762917,968.6187706,3.83E-05,0.095897349,1.155254099,10.64987445,15891.91238,892,230.5702493,3306.703586,1.62E-06,0.131878754,1.168916512,10.00342875,88312.21627,892,3.381782732,6.301403593,9.99E-07,0.019728538,0.923947288,3.85600905,43.27125407,892,3.090888213,5.450427392,9.81E-07,0.020481563,0.563964967,3.965022677,41.1754102,892,744.8891856,4144.094576,0.002464895,0.152058832,0.600826895,146.453658,35698.59155,892,23.48799532,312.3634767,0.02369918,0.035407171,0.1180769,17.8500214,8998.83421,892,195142.3122,5819523.875,0.000396283,0.593081227,0.593081227,22.94396595,173808298.3,892,49.25563412,125.0105148,0.001023626,0.02729105,0.727610573,19.39892909,517.1976103,892,55040.8878,1240363.648,6.74E-07,0.029183275,0.611120224,22.28732738,36413331.18,892,32124.81769,679131.3308,5.49E-09,0.025552612,1.022985735,34.34672615,20056409.25,892,151.4463813,1830.866976,1.28E-05,0.079207393,0.674106341,8.134803532,49378.00133,892,42161.85931,669752.6171,0.003985242,10.55636541,82.31169213,344.339868,15722248.15,892,8650031.627,255479842,0.002759426,0.415068857,20.6964941,286.0144394,7630284350,892,22837.58089,518400.118,6.61E-05,0.940154031,24.67436743,236.0793143,14885923.4,892,212923.9976,2891409.649,0.013812204,0.676068173,7.515477477,300.149889,77899227.77,892,3057246.819,73845291.45,0.007033416,0.475833388,9.018453687,185.516657,2187522076,892,5287331.787,152644425.5,0.006363293,0.490875965,4.460101352,76.60462528,4558484525,892,133823743.7,3967532348,0.003587476,0.291992412,1.919835588,31.12978071,1.18E+11
Good,1584,484.1748889,10413.00262,5.86E-06,0.087796251,1.062419382,10.44011739,398757.6827,1584,3655.267107,78283.59612,1.68E-07,0.039815154,0.971982015,16.2944081,3034567.779,1584,392.0631774,6809.432517,1.81E-05,0.11247192,1.067170144,10.38898181,252204.9163,1584,111.4917883,1128.759366,8.87E-06,0.129222748,1.066083926,9.902063744,36314.35156,1584,4.490390726,7.360503888,2.42E-05,0.268637525,1.600654212,5.362017666,43.27125407,1584,4.235354045,6.702047195,1.19E-06,0.14399806,1.81739051,4.818868004,41.1754102,1584,300.4235939,2079.139362,0.000623822,0.152058832,0.600826895,2.374034794,35698.59155,1584,11.97486487,61.21044895,0.035407171,0.035407171,6.542503769,17.8500214,1208.917687,1584,889.5829683,33376.72751,0.000396283,0.593081227,0.593081227,6.783966878,1328407.825,1584,46.28921553,118.32175,0.001023626,0.052625471,0.377331664,19.39892909,517.1976103,1584,19056.31682,383050.8403,1.99E-09,0.040056508,1.311013022,30.86653881,14443078.82,1584,12889.0796,148960.5302,4.17E-08,0.046460147,1.198342225,32.35577879,3522178.383,1584,262.1996613,3207.778266,1.12E-06,0.118103932,1.178674805,11.74473756,98546.1789,1584,8.68557616,11.24078138,0.010295192,1.256881929,4.116415233,10.95417184,55.97750072,1584,25.50830255,294.3276837,0.1645721,0.731749714,3.1579757,12.46162348,10270.77458,1584,8.136881067,16.75182337,0.006664386,0.17490699,0.940154031,6.825158352,99.40948933,1584,12.14436055,25.00045643,0.021424153,0.265903489,1.356619243,8.812182949,139.2249333,1584,27.75020648,115.2816004,0.036330032,0.352143773,1.698821074,9.460645938,1656.464661,1584,15.46396281,36.94800339,0.00267818,0.139950905,0.962868591,9.136016632,244.8823298,1584,49.41775831,248.8981645,0.003294207,0.091672198,0.633531826,5.695517197,3488.340552
Pass,2417,375.3015008,5550.235032,2.98E-06,0.085755517,1.02029231,10.64274153,221798.3615,2417,1810.566256,56650.87761,2.98E-07,0.052802608,0.996038914,13.82256097,2739201.736,2417,616.7222185,18077.93317,5.04E-06,0.094664779,1.07350093,11.59704166,864530.6322,2417,168.6087236,1556.520454,5.39E-06,0.115877683,1.025648178,10.6989299,42109.58198,2417,8.210369768,10.08102605,2.70E-05,1.284805512,4.303958845,10.36832573,83.67194682,2417,7.855016447,8.807226639,2.70E-05,1.495370817,4.818868004,10.51338213,41.1754102,2417,156.2699923,917.3986256,0.000623822,0.152058832,0.600826895,2.374034794,35698.59155,2417,32.91495674,432.9053945,0.02369918,0.035407171,0.035407171,14.6035953,20086.39775,2417,71952.50268,3535347.264,0.000396283,0.593081227,0.593081227,0.593081227,173808298.3,2417,27.66484654,84.1063497,0.002740975,0.195680478,1.948330493,13.96979008,517.1976103,2417,92361.27694,2865270.545,6.46E-10,0.031918719,0.993657827,32.8817505,119705989.8,2417,189418.9013,4471508.972,1.31E-08,0.027208232,0.920736914,27.40314707,161590697,2417,185.9024626,1987.069804,9.88E-06,0.092412533,0.946875677,10.07534148,75156.19571,2417,1.601717419,5.960134018,4.34E-06,0.027396485,0.113753424,0.458514941,55.97750072,2417,14.96368842,325.1745289,1.64E-06,0.030035093,0.082846333,0.559398656,13435.20633,2417,8.30731954,17.00949742,5.46E-05,0.151426593,1.195475568,7.422283973,99.40948933,2417,25.75370228,113.8526308,0.004411611,0.050425819,0.200988435,1.163412537,1196.344592,2417,51.07016009,665.9949398,0.003011145,0.039438533,0.182591364,1.02384604,27005.43879,2417,47.42959671,217.7545219,0.002366726,0.087487712,0.41539677,3.155061478,2502.432435,2417,145.7941151,1729.791621,0.001974795,0.086605518,0.437794099,3.025524645,54977.48377
,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Quality_label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
count,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,485.1989536,1952.378531,406.3485292,189.2058417,5.868163005,5.598596815,272.3008206,22.1332312,58236.63722,35.90206649,53510.31539,88428.94772,202.7325222,6271.156239,1285984.625,3400.877316,31668.62573,454539.3912,786073.5423,19895202.99,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
std,11401.97139,54195.88392,12018.89894,2621.779049,8.631865079,7.68689825,2027.460514,302.1727675,3173067.581,101.6293476,1894866.241,2854542.743,2754.503943,258550.8067,98507231.94,199950.8185,1116889.496,28479949.09,58857566.87,1529784832,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,2.98E-06,1.68E-07,5.04E-06,1.62E-06,9.99E-07,9.81E-07,0.000623822,0.02369918,0.000396283,0.001023626,6.46E-10,5.49E-09,1.12E-06,4.34E-06,1.64E-06,5.46E-05,0.004411611,0.003011145,0.002366726,0.001974795,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25%,0.088220629,0.04765771,0.102304018,0.118314474,0.741629616,0.381815379,0.152058832,0.035407171,0.593081227,0.101477965,0.031006011,0.031732937,0.098178494,0.131937291,0.115036243,0.144322423,0.113589503,0.111570762,0.126771699,0.125326842,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50%,1.050304456,0.940596175,1.044908248,1.068467218,2.225808096,2.684398366,0.600826895,2.931083386,0.593081227,0.727610573,0.944956256,1.030498518,0.945946544,0.829785496,0.753915528,0.986432451,0.589170108,0.592290598,0.664495077,0.670595321,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75%,10.93856543,15.69199455,10.6653969,9.902063744,6.680183174,7.117766557,2.374034794,17.8500214,6.783966878,13.96979008,27.84765921,30.01000408,9.803827658,6.052951615,5.736028805,7.422283973,4.637157459,4.773050387,5.571727642,4.905501274,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max,713682.2076,3034567.779,864530.6322,139767.4947,83.67194682,41.1754102,35698.59155,20086.39775,173808298.3,517.1976103,119705989.8,161590697,128491.0847,15722248.15,7630284350,14885923.4,77899227.77,2187522076,4558484525,1.18E+11,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
